frame,raw_detection_count,target_detection_count,active_track_count,decode_ms,queue_wait_ms,inference_tracking_ms,state_build_ms,consumer_total_ms,instant_consumer_fps
228,25,25,25,18.558,0.024,28.995,4.837,33.836,29.554
229,24,24,24,19.869,0.038,25.845,4.053,29.901,33.444
230,23,23,23,18.909,0.025,25.799,3.693,29.495,33.904
231,23,23,23,18.706,0.033,26.024,3.783,29.81,33.546
232,25,25,25,19.171,0.026,25.05,4.016,29.07,34.399
233,24,24,24,18.132,0.025,25.602,3.939,29.545,33.847
234,23,23,23,22.261,0.026,25.186,3.845,29.035,34.441
235,22,22,22,19.019,0.025,24.675,3.652,28.331,35.297
236,23,23,23,18.771,0.025,25.03,3.639,28.673,34.876
237,21,21,21,18.691,0.026,24.658,3.495,28.156,35.516
238,20,20,20,18.806,0.027,26.186,3.232,29.421,33.989
239,21,21,21,18.847,0.025,24.239,3.273,27.515,36.343
240,18,18,18,18.496,0.026,24.506,3.096,27.605,36.225
241,20,20,20,18.546,0.029,24.926,3.217,28.147,35.528
242,19,19,19,18.577,0.028,24.606,3.115,27.726,36.068
243,20,20,20,20.205,0.026,24.93,3.39,28.324,35.306
244,19,19,19,18.361,0.026,24.556,3.096,27.656,36.159
245,20,20,20,18.468,0.026,24.689,3.285,27.978,35.743
246,21,21,21,18.479,0.024,24.56,3.42,27.984,35.735
247,19,19,19,18.379,0.026,25.032,3.224,28.26,35.386
248,21,21,21,18.411,0.024,24.916,3.402,28.321,35.309
249,22,22,22,19.318,0.025,28.955,3.839,32.798,30.49
250,21,21,21,19.076,0.024,25.423,3.567,28.994,34.49
251,22,22,22,18.14,0.025,29.058,3.802,32.864,30.429
252,21,21,21,19.981,0.029,25.304,3.549,28.857,34.654
253,22,22,22,18.366,0.025,25.575,3.624,29.202,34.244
254,22,22,22,19.369,0.027,25.039,3.659,28.702,34.841
255,20,20,20,18.637,0.027,25.568,3.503,29.074,34.395
256,21,21,21,19.208,0.028,25.466,3.487,28.956,34.535
257,23,23,23,19.341,0.025,25.517,3.74,29.26,34.176
258,24,24,24,18.98,0.026,25.85,4.085,29.938,33.402
259,23,23,23,18.519,0.029,25.983,3.872,29.858,33.492
260,25,25,25,18.468,0.027,25.656,4.374,30.033,33.297
261,25,25,25,18.733,0.028,26.165,4.209,30.378,32.919
262,25,25,25,18.165,0.027,26.018,4.123,30.144,33.174
263,24,24,24,18.433,0.029,26.08,4.034,30.117,33.203
264,23,23,23,19.699,0.027,25.904,3.83,29.737,33.628
265,24,24,24,18.78,0.03,26.038,3.895,29.938,33.402
266,24,24,24,18.643,0.029,26.168,3.915,30.087,33.237
267,25,25,25,18.945,0.029,25.867,4.074,29.945,33.395
268,25,25,25,19.031,0.026,26.178,4.378,30.56,32.722
