frame,raw_detection_count,target_detection_count,active_track_count,decode_ms,queue_wait_ms,inference_tracking_ms,state_build_ms,consumer_total_ms,instant_consumer_fps
127,22,22,22,14.361,0.021,21.23,2.37,23.604,42.365
128,22,22,22,14.368,0.021,23.969,2.668,26.641,37.537
129,22,22,22,14.758,0.025,21.613,2.47,24.087,41.516
130,24,24,24,14.388,0.021,21.762,2.629,24.394,40.994
131,23,23,23,14.337,0.02,21.577,2.669,24.249,41.238
132,23,23,23,14.595,0.022,22.155,2.474,24.632,40.597
133,21,21,21,14.247,0.022,21.589,2.327,23.919,41.807
134,23,23,23,14.299,0.022,21.345,2.547,23.897,41.846
135,22,22,22,14.592,0.021,21.88,2.379,24.262,41.217
136,22,22,22,14.408,0.021,21.752,2.555,24.311,41.133
137,20,20,20,14.422,0.021,21.823,2.259,24.085,41.519
138,21,21,21,15.451,0.02,21.524,2.345,23.873,41.888
139,20,20,20,14.407,0.022,22.617,2.305,24.925,40.12
140,20,20,20,14.379,0.021,22.874,2.205,25.082,39.869
141,20,20,20,15.387,0.022,21.496,2.295,23.795,42.026
142,20,20,20,14.301,0.02,21.247,2.536,23.786,42.041
143,22,22,22,14.353,0.02,21.307,3.103,24.414,40.961
144,22,22,22,14.521,0.021,21.658,2.56,24.221,41.286
145,22,22,22,14.26,0.021,22.14,2.421,24.565,40.708
146,21,21,21,14.415,0.022,21.533,2.371,23.909,41.826
147,21,21,21,15.421,0.019,21.648,2.398,24.05,41.58
148,21,21,21,15.379,0.02,21.248,2.241,23.492,42.567
149,21,21,21,16.476,0.025,21.369,2.406,23.778,42.055
150,22,22,22,15.619,0.023,21.722,2.49,24.215,41.296
151,22,22,22,15.441,0.023,25.068,2.444,27.515,36.343
152,22,22,22,14.523,0.026,21.067,2.518,23.588,42.394
153,21,21,21,14.603,0.022,25.556,2.424,27.984,35.735
154,22,22,22,14.405,0.023,21.112,2.537,23.652,42.279
155,21,21,21,14.407,0.021,21.381,2.375,23.759,42.09
156,20,20,20,14.534,0.023,21.001,2.34,23.344,42.838
157,21,21,21,15.471,0.022,20.764,2.386,23.153,43.19
158,22,22,22,14.35,0.02,21.23,2.383,23.616,42.343
159,23,23,23,14.564,0.021,21.308,2.596,23.907,41.829
160,22,22,22,14.414,0.022,22.098,2.376,24.477,40.855
161,21,21,21,14.32,0.04,21.4,2.424,23.827,41.969
162,21,21,21,14.597,0.022,20.925,2.339,23.267,42.979
163,21,21,21,14.29,0.023,21.209,2.251,23.464,42.619
164,22,22,22,14.305,0.024,21.259,2.391,23.654,42.276
165,22,22,22,15.705,0.023,21.625,2.497,24.125,41.45
166,20,20,20,14.396,0.023,21.758,2.257,24.019,41.634
167,20,20,20,14.324,0.022,21.775,2.271,24.049,41.581
168,20,20,20,14.441,0.022,21.158,2.244,23.405,42.726
169,19,19,19,14.252,0.021,21.968,2.168,24.14,41.426
170,21,21,21,14.277,0.022,21.8,2.328,24.132,41.44
171,22,22,22,15.493,0.024,21.186,2.486,23.675,42.239
172,21,21,21,14.292,0.022,21.541,2.327,23.872,41.89
173,21,21,21,14.299,0.022,22.021,2.394,24.419,40.952
174,22,22,22,15.633,0.02,21.651,2.511,24.165,41.382
175,22,22,22,14.347,0.02,21.964,2.429,24.396,40.99
176,23,23,23,14.336,0.021,21.958,2.609,24.571,40.699
177,24,24,24,14.532,0.02,21.889,2.754,24.646,40.574
178,23,23,23,14.368,0.022,23.318,2.529,25.85,38.685
179,23,23,23,14.325,0.022,22.082,2.5,24.586,40.674
180,23,23,23,15.783,0.021,21.656,2.587,24.246,41.243
181,22,22,22,14.396,0.021,21.402,2.422,23.827,41.969
182,25,25,25,14.403,0.02,21.72,2.725,24.448,40.904
183,21,21,21,14.475,0.022,21.564,2.376,23.943,41.765
184,19,19,19,14.326,0.021,21.656,2.165,23.825,41.972
185,21,21,21,14.33,0.021,21.696,2.382,24.082,41.525
186,19,19,19,15.64,0.022,20.87,2.188,23.061,43.363
187,19,19,19,14.319,0.018,21.364,2.203,23.571,42.426
188,19,19,19,14.364,0.025,21.537,2.878,24.418,40.954
189,19,19,19,15.496,0.023,22.857,2.188,25.048,39.923
190,18,18,18,14.387,0.023,21.606,2.041,23.651,42.282
191,18,18,18,15.198,0.024,21.745,2.091,23.839,41.949
192,20,20,20,14.514,0.023,21.167,2.222,23.392,42.75
193,20,20,20,14.393,0.023,20.815,2.385,23.203,43.097
194,20,20,20,15.998,0.023,20.849,2.374,23.226,43.054
195,21,21,21,15.815,0.022,21.079,2.462,23.544,42.473
196,19,19,19,15.391,0.023,21.699,2.216,23.919,41.809
197,18,18,18,14.421,0.021,21.199,2.739,23.942,41.768
198,21,21,21,14.51,0.046,21.265,2.466,23.735,42.132
199,19,19,19,14.574,0.022,20.984,2.18,23.167,43.165
200,18,18,18,14.29,0.022,22.822,2.138,24.963,40.059
201,19,19,19,15.537,0.025,23.209,1.95,25.162,39.742
202,18,18,18,14.264,0.026,22.44,2.086,24.53,40.767
203,18,18,18,14.276,0.03,23.615,2.111,25.729,38.866
204,18,18,18,15.363,0.022,20.656,2.053,22.713,44.028
205,18,18,18,14.367,0.022,20.576,2.087,22.666,44.119
206,18,18,18,14.273,0.02,20.682,2.9,23.585,42.4
207,18,18,18,14.558,0.02,20.917,2.111,23.032,43.418
208,19,19,19,14.245,0.022,20.74,2.178,22.921,43.627
209,18,18,18,14.326,0.021,20.684,1.967,22.655,44.141
210,18,18,18,14.618,0.022,20.584,2.201,22.789,43.881
211,19,19,19,14.346,0.021,21.151,2.259,23.413,42.711
212,18,18,18,17.893,0.024,21.097,2.102,23.203,43.098
213,18,18,18,15.658,0.024,20.667,2.088,22.759,43.939
214,19,19,19,14.419,0.023,20.879,2.173,23.056,43.373
215,18,18,18,14.277,0.023,21.038,2.194,23.235,43.039
216,20,20,20,14.818,0.022,21.155,2.298,23.456,42.633
217,19,19,19,14.264,0.022,21.488,2.205,23.697,42.199
218,20,20,20,14.305,0.024,21.201,2.295,23.499,42.554
219,19,19,19,14.562,0.021,21.065,2.194,23.262,42.988
220,19,19,19,14.338,0.023,20.942,2.202,23.147,43.201
221,20,20,20,14.318,0.022,20.718,3.183,23.904,41.834
222,18,18,18,15.466,0.023,21.015,2.118,23.136,43.222
223,17,17,17,14.275,0.024,22.001,1.993,23.997,41.672
224,17,17,17,14.31,0.023,20.325,1.932,22.259,44.925
225,18,18,18,14.512,0.021,21.021,2.063,23.087,43.314
226,20,20,20,14.424,0.023,21.713,2.258,23.975,41.709
227,19,19,19,18.286,0.022,21.423,2.2,23.626,42.327
228,20,20,20,15.65,0.022,21.681,2.236,23.919,41.807
229,19,19,19,14.37,0.021,21.385,2.197,23.586,42.398
230,18,18,18,14.329,0.019,21.142,2.1,23.251,43.008
231,19,19,19,15.419,0.019,20.907,2.235,23.145,43.205
232,20,20,20,14.265,0.022,20.683,2.351,23.038,43.407
233,19,19,19,14.53,0.022,20.586,2.203,22.792,43.876
