frame,timestamp_sec,capture_ms,infer_track_ms,state_ms,display_ms,total_loop_ms,person_count,average_fps,recent_fps
1226,41.086597,3.316,30.595,0.562,0.003,34.493,1,29.863,29.977
1227,41.118873,0.957,30.702,0.545,0.003,32.224,1,29.864,30.014
1228,41.151534,1.490,30.569,0.644,0.004,32.723,1,29.865,30.032
1229,41.186586,3.946,30.406,0.578,0.004,34.953,1,29.864,29.980
1230,41.218668,0.706,30.741,0.573,0.004,32.040,1,29.865,30.018
1231,41.266310,1.377,45.559,0.406,0.003,47.360,1,29.855,21.070
1232,41.296959,0.488,29.717,0.496,0.003,30.716,1,29.857,25.575
1233,41.327948,0.479,29.971,0.492,0.003,30.958,1,29.858,27.476
1234,41.355238,0.464,26.286,0.952,0.003,27.718,1,29.863,29.211
1235,41.386005,0.516,29.251,0.546,0.003,30.333,1,29.865,29.887
1236,41.411924,0.716,24.602,0.130,0.003,25.469,0,29.871,31.120
1237,41.454070,7.472,34.488,0.570,0.003,42.551,1,29.864,29.738
1238,41.480757,0.522,25.543,0.134,0.004,26.219,0,29.869,30.577
1239,41.513975,8.511,24.517,0.134,0.003,33.184,0,29.869,30.523
1240,41.553119,6.931,32.021,0.598,0.004,39.573,1,29.865,29.899
1241,41.586448,0.573,32.101,0.635,0.003,33.329,1,29.865,29.905
1242,41.620964,1.562,32.260,0.629,0.004,34.471,1,29.864,29.826
1243,41.655132,0.563,32.920,0.608,0.005,34.112,1,29.864,29.783
1244,41.688195,0.539,31.861,0.913,0.005,33.334,1,29.864,29.796
1245,41.720594,0.534,30.894,0.616,0.005,32.065,1,29.865,29.883
1246,41.754770,1.203,32.300,0.586,0.005,34.110,1,29.864,29.845
1247,41.788129,0.614,32.105,0.557,0.004,33.296,1,29.865,29.854
1248,41.820725,0.528,31.460,0.606,0.006,32.616,1,29.865,29.897
1249,41.855521,0.881,33.249,0.672,0.003,34.823,2,29.864,29.830
1250,41.888255,0.540,31.468,0.760,0.003,32.790,1,29.865,29.861
1251,41.919134,0.564,29.494,0.477,0.003,30.553,1,29.867,29.985
1252,41.952656,1.474,31.522,0.528,0.003,33.542,1,29.867,29.976
1253,41.985746,2.092,30.417,0.874,0.003,33.404,1,29.867,29.973
1254,42.020833,2.662,31.492,0.599,0.003,34.774,1,29.866,29.919
1255,42.058405,0.564,36.352,0.618,0.003,37.555,1,29.863,29.770
1256,42.089349,0.566,29.703,0.551,0.003,30.839,1,29.865,29.863
1257,42.120618,0.546,30.120,0.617,0.004,31.302,1,29.866,29.934
1258,42.152164,0.567,30.309,0.540,0.003,31.434,1,29.868,29.996
1259,42.184737,1.383,30.596,0.604,0.003,32.603,1,29.868,30.018
1260,42.218565,2.749,30.416,0.560,0.002,33.745,1,29.868,30.004
1261,42.265730,2.948,43.527,0.635,0.003,47.132,1,29.858,21.173
1262,42.289644,0.576,22.647,0.559,0.003,23.799,1,29.865,28.142
1263,42.310778,0.528,19.995,0.515,0.003,21.055,1,29.874,32.553
1264,42.345475,10.147,23.984,0.532,0.003,34.681,1,29.873,31.528
1265,42.381297,8.355,26.884,0.702,0.004,35.963,1,29.871,30.701
1266,42.417358,6.141,29.160,0.554,0.002,35.874,1,29.869,30.185
1267,42.452920,3.735,31.220,0.601,0.005,35.578,1,29.868,29.865
1268,42.486348,1.288,31.482,0.604,0.005,33.398,1,29.868,29.871
1269,42.519631,1.650,30.970,0.627,0.003,33.268,1,29.868,29.888
1270,42.552325,1.462,30.550,1.228,0.004,33.262,1,29.868,29.903
1271,42.586711,1.553,31.544,0.582,0.003,33.701,1,29.868,29.878
1272,42.620217,1.030,31.837,0.568,0.004,33.456,1,29.868,29.877
1273,42.658693,0.542,37.313,0.596,0.003,38.469,1,29.865,29.535
1274,42.690456,0.637,30.473,0.555,0.003,31.685,1,29.866,29.669
1275,42.722554,0.550,30.937,0.591,0.003,32.098,1,29.867,29.761
1276,42.755366,0.610,31.555,0.692,0.003,32.879,1,29.867,29.799
1277,42.787998,0.554,31.329,0.638,0.003,32.541,1,29.868,29.851
1278,42.820517,0.547,31.280,0.578,0.003,32.424,1,29.868,29.902
1279,42.853036,0.527,31.362,0.580,0.003,32.488,1,29.869,29.946
1280,42.884879,0.528,30.686,0.767,0.003,32.004,1,29.870,30.007
1281,42.920318,3.138,31.475,0.559,0.003,35.192,1,29.869,29.926
1282,42.952707,0.536,31.240,0.622,0.003,32.418,1,29.870,29.965
1283,42.978956,0.666,24.904,0.128,0.003,25.719,0,29.875,30.265
1284,43.013161,8.988,25.037,0.140,0.004,34.187,0,29.874,30.220
1285,43.046077,7.433,25.283,0.140,0.003,32.878,0,29.875,30.227
1286,43.079500,7.948,25.276,0.137,0.003,33.383,0,29.875,30.215
1287,43.112869,8.097,25.007,0.139,0.003,33.266,0,29.875,30.206
1288,43.146183,7.910,25.205,0.137,0.004,33.275,0,29.875,30.199
1289,43.179067,7.497,25.189,0.140,0.003,32.848,0,29.875,30.206
1290,43.213429,9.088,25.075,0.140,0.003,34.326,0,29.875,30.168
1291,43.257797,7.186,36.898,0.139,0.003,44.246,0,29.867,22.547
1292,43.290136,0.570,31.573,0.132,0.003,32.296,0,29.868,26.081
1293,43.306040,0.530,15.185,0.095,0.002,15.825,0,29.880,32.415
1294,43.338227,15.487,16.567,0.098,0.003,32.168,0,29.881,32.066
1295,43.375379,15.795,21.217,0.139,0.004,37.172,0,29.879,30.877
1296,43.408405,12.437,20.180,0.139,0.003,32.779,0,29.879,30.775
1297,43.446519,12.984,24.930,0.138,0.003,38.075,0,29.876,30.033
1298,43.479252,7.332,25.203,0.138,0.003,32.696,0,29.876,30.097
1299,43.512789,8.360,24.979,0.138,0.002,33.498,0,29.876,30.066
1300,43.545868,7.625,25.256,0.138,0.004,33.042,0,29.876,30.082
1301,43.578858,7.729,25.062,0.137,0.003,32.950,0,29.877,30.103
1302,43.612776,8.574,25.146,0.135,0.003,33.878,0,29.876,30.050
1303,43.646194,8.216,25.008,0.137,0.003,33.382,0,29.877,30.041
1304,43.679084,7.603,25.091,0.138,0.003,32.855,0,29.877,30.066
1305,43.712646,8.038,25.325,0.138,0.003,33.524,0,29.877,30.048
1306,43.746007,8.196,24.968,0.137,0.003,33.323,0,29.877,30.043
1307,43.780684,9.380,25.101,0.141,0.003,34.643,0,29.876,29.970
1308,43.812954,6.960,25.110,0.135,0.004,32.229,0,29.877,30.025
1309,43.845821,7.437,25.234,0.138,0.003,32.829,0,29.877,30.045
1310,43.879635,6.578,27.039,0.203,0.003,33.842,0,29.877,30.019
1311,43.913319,8.560,24.860,0.138,0.003,33.580,0,29.877,30.005
1312,43.945603,6.976,25.110,0.136,0.003,32.244,0,29.878,30.048
1313,43.979344,8.363,25.182,0.142,0.003,33.712,0,29.878,30.030
1314,44.012684,7.958,25.177,0.139,0.004,33.299,0,29.878,30.029
1315,44.045292,7.757,24.651,0.140,0.004,32.570,0,29.878,30.054
1316,44.078520,8.290,24.739,0.135,0.003,33.186,0,29.878,30.055
1317,44.112189,8.604,24.869,0.138,0.003,33.634,0,29.878,30.042
1318,44.145381,8.552,24.442,0.138,0.003,33.154,0,29.878,30.045
1319,44.178496,8.290,24.627,0.144,0.004,33.083,0,29.879,30.050
1320,44.212357,9.100,24.557,0.140,0.002,33.818,0,29.878,30.033
1321,44.262831,7.760,42.399,0.102,0.002,50.279,0,29.867,19.833
1322,44.280462,0.471,17.019,0.134,0.004,17.643,0,29.878,29.375
1323,44.305294,8.226,16.414,0.100,0.002,24.758,0,29.883,32.298
1324,44.338970,15.634,17.899,0.100,0.002,33.649,0,29.883,31.606
1325,44.378858,14.725,25.020,0.139,0.003,39.906,0,29.879,30.032
1326,44.412037,8.208,24.771,0.137,0.003,33.139,0,29.879,30.050
1327,44.445886,9.042,24.611,0.139,0.003,33.814,0,29.879,29.977
1328,44.479778,6.984,26.709,0.142,0.003,33.856,0,29.879,29.917
1329,44.513040,8.404,24.655,0.142,0.003,33.224,0,29.879,29.933
1330,44.544967,6.950,24.773,0.140,0.004,31.889,0,29.880,30.066
1331,44.579476,9.506,24.801,0.141,0.003,34.473,0,29.879,29.964
1332,44.612289,7.731,24.836,0.141,0.003,32.731,0,29.880,30.006
1333,44.645583,8.466,24.625,0.142,0.004,33.257,0,29.880,30.008
1334,44.678526,8.013,24.727,0.146,0.003,32.910,0,29.880,30.032
1335,44.711909,8.483,24.692,0.139,0.003,33.336,0,29.880,30.028
1336,44.744440,8.333,23.997,0.094,0.002,32.443,0,29.881,30.074
1337,44.777486,8.236,24.675,0.140,0.003,33.072,0,29.881,30.082
1338,44.812099,9.691,24.721,0.141,0.003,34.579,0,29.880,30.013
1339,44.845353,8.249,24.802,0.138,0.003,33.213,0,29.880,30.017
1340,44.878274,8.029,24.691,0.131,0.003,32.875,0,29.881,30.035
1341,44.912325,9.252,24.602,0.133,0.003,34.013,0,29.880,30.002
1342,44.945546,8.155,24.873,0.140,0.003,33.192,0,29.881,30.006
1343,44.978597,8.148,24.698,0.141,0.004,33.013,0,29.881,30.017
1344,45.011991,8.215,24.975,0.141,0.003,33.356,0,29.881,30.014
1345,45.045316,8.335,24.787,0.307,0.003,33.455,0,29.881,30.008
1346,45.077490,6.816,24.986,0.143,0.003,31.970,0,29.882,30.054
1347,45.113398,10.976,24.722,0.138,0.003,35.863,0,29.880,29.966
1348,45.145575,7.264,24.712,0.140,0.003,32.139,0,29.881,30.004
1349,45.178762,7.894,25.090,0.142,0.004,33.153,0,29.881,30.008
1350,45.211943,8.030,24.943,0.145,0.004,33.144,0,29.881,30.013
1351,45.263443,8.480,42.747,0.136,0.003,51.388,0,29.869,19.426
1352,45.287181,0.621,22.921,0.141,0.004,23.705,0,29.876,26.589
1353,45.313421,1.485,24.552,0.137,0.004,26.197,0,29.881,29.570
1354,45.344160,5.871,24.670,0.138,0.003,30.704,0,29.882,30.258
1355,45.378517,9.192,24.965,0.140,0.003,34.321,0,29.882,30.020
1356,45.413332,9.672,24.940,0.136,0.003,34.774,0,29.881,29.797
1357,45.445092,6.653,24.908,0.140,0.003,31.726,0,29.882,30.026
1358,45.478632,8.270,25.067,0.140,0.003,33.503,0,29.882,30.000
1359,45.511792,8.195,24.761,0.141,0.003,33.121,0,29.882,30.017
1360,45.545590,8.880,24.714,0.138,0.003,33.756,0,29.882,29.974
1361,45.578053,7.685,24.579,0.142,0.003,32.430,0,29.883,30.047
1362,45.611966,9.025,24.686,0.139,0.004,33.875,0,29.882,30.000
1363,45.644846,8.092,24.586,0.141,0.003,32.843,0,29.883,30.031
1364,45.678096,7.695,25.353,0.140,0.003,33.214,0,29.883,30.034
1365,45.717312,9.702,29.310,1.158,0.003,40.196,1,29.879,29.623
1366,45.745079,1.893,24.657,0.146,0.004,26.717,0,29.883,30.012
1367,45.777488,8.450,23.752,0.140,0.003,32.366,0,29.884,30.061
1368,45.811555,9.195,24.673,0.176,0.004,34.068,0,29.883,30.019
1369,45.845022,8.390,24.837,0.142,0.004,33.394,0,29.883,30.013
1370,45.879251,9.116,24.909,0.143,0.004,34.196,0,29.883,29.972
1371,45.911896,7.743,24.695,0.144,0.003,32.605,0,29.883,30.003
1372,45.944705,7.822,24.779,0.138,0.004,32.763,0,29.884,30.024
1373,45.978230,8.356,24.969,0.142,0.003,33.491,0,29.884,30.016
1374,46.012161,8.819,24.907,0.139,0.003,33.888,0,29.883,29.993
1375,46.044517,7.721,24.435,0.139,0.003,32.321,0,29.884,30.028
1376,46.078975,9.654,24.601,0.138,0.003,34.417,0,29.883,29.988
1377,46.111338,7.436,24.727,0.143,0.003,32.329,0,29.884,30.021
1378,46.145234,8.919,24.773,0.139,0.003,33.856,0,29.884,30.002
1379,46.178491,8.335,24.722,0.142,0.003,33.222,0,29.884,30.004
1380,46.211847,8.389,24.764,0.142,0.003,33.318,0,29.884,30.003
1381,46.259620,8.664,38.833,0.123,0.002,47.640,0,29.875,20.946
1382,46.291734,0.461,31.490,0.142,0.003,32.112,0,29.876,25.039
1383,46.315747,0.569,23.243,0.146,0.004,23.979,0,29.882,28.876
1384,46.345324,4.662,24.707,0.139,0.003,29.532,0,29.884,29.971
1385,46.378596,7.590,25.482,0.142,0.003,33.239,0,29.884,29.988
1386,46.412145,7.592,25.753,0.143,0.004,33.512,0,29.884,29.957
1387,46.445471,8.414,24.707,0.142,0.003,33.285,0,29.884,29.964
1388,46.477929,7.313,24.941,0.139,0.003,32.417,0,29.885,30.068
1389,46.511103,8.193,24.780,0.144,0.003,33.141,0,29.885,30.076
1390,46.544952,8.847,24.795,0.138,0.003,33.804,0,29.885,30.022
1391,46.577724,7.769,24.803,0.138,0.003,32.736,0,29.885,30.066
1392,46.610908,8.255,24.730,0.137,0.004,33.145,0,29.886,30.072
1393,46.645210,9.373,24.731,0.141,0.004,34.268,0,29.885,29.999
1394,46.677487,7.390,24.683,0.137,0.003,32.235,0,29.886,30.067
1395,46.712387,9.851,24.850,0.142,0.003,34.869,0,29.885,29.968
1396,46.745006,7.778,24.637,0.137,0.003,32.576,0,29.885,30.011
1397,46.777866,8.481,24.182,0.140,0.003,32.826,0,29.886,30.035
1398,46.810424,8.261,24.095,0.139,0.003,32.519,0,29.886,30.072
1399,46.845103,9.812,24.667,0.143,0.003,34.646,0,29.886,30.004
1400,46.879578,8.394,25.877,0.201,0.003,34.496,0,29.885,29.950
1401,46.913968,10.008,24.114,0.142,0.003,34.287,0,29.884,29.910
1402,46.945018,6.121,24.726,0.136,0.003,31.007,0,29.886,30.007
1403,46.978322,8.358,24.744,0.142,0.003,33.267,0,29.886,30.008
1404,47.010913,7.635,24.750,0.136,0.004,32.544,0,29.887,30.036
1405,47.044743,9.103,24.530,0.140,0.003,33.796,0,29.886,30.016
1406,47.078676,9.146,24.585,0.141,0.003,33.895,0,29.886,29.995
1407,47.110995,7.346,24.773,0.142,0.004,32.283,0,29.887,30.029
1408,47.145299,9.538,24.560,0.139,0.003,34.263,0,29.886,29.997
1409,47.178642,8.371,24.772,0.142,0.003,33.307,0,29.886,29.996
1410,47.212291,8.775,24.672,0.140,0.003,33.611,0,29.886,29.987
1411,47.259277,7.710,39.005,0.103,0.002,46.837,0,29.878,21.306
1412,47.284769,0.478,24.871,0.140,0.003,25.509,0,29.883,27.600
1413,47.312532,3.022,24.543,0.143,0.004,27.731,0,29.886,29.931
1414,47.345404,7.957,24.711,0.140,0.003,32.830,0,29.887,30.053
1415,47.377647,7.205,24.836,0.138,0.004,32.202,0,29.887,30.241
1416,47.411653,9.028,24.780,0.176,0.004,34.009,0,29.887,30.093
1417,47.445375,8.747,24.737,0.137,0.004,33.644,0,29.887,30.034
1418,47.478351,7.344,25.435,0.289,0.003,33.092,0,29.887,30.053
1419,47.512368,8.885,24.779,0.142,0.004,33.831,0,29.887,29.994
1420,47.543744,8.075,23.098,0.102,0.003,31.293,0,29.888,30.175
1421,47.572625,6.538,22.199,0.143,0.003,28.902,0,29.891,30.528
1422,47.612217,14.540,24.846,0.142,0.003,39.552,0,29.887,30.007
1423,47.645381,8.104,24.679,0.137,0.004,32.945,0,29.887,30.018
1424,47.677236,7.049,24.605,0.140,0.004,31.819,0,29.888,30.112
1425,47.712047,10.020,24.590,0.141,0.003,34.774,0,29.888,30.015
1426,47.744992,8.201,24.542,0.135,0.004,32.902,0,29.888,30.037
1427,47.778702,9.055,24.460,0.140,0.003,33.677,0,29.888,30.014
1428,47.807589,5.925,22.762,0.192,0.002,28.901,0,29.891,30.235
1429,47.846097,13.090,25.163,0.143,0.003,38.420,0,29.887,29.978
1430,47.879272,7.944,25.023,0.141,0.004,33.132,0,29.888,29.987
1431,47.910735,6.394,24.865,0.141,0.004,31.425,0,29.889,30.067
1432,47.945234,8.865,25.432,0.137,0.003,34.458,0,29.888,30.017
1433,47.977903,7.914,24.557,0.140,0.003,32.634,0,29.889,30.042
1434,48.010417,7.839,24.476,0.135,0.003,32.472,0,29.889,30.071
1435,48.044559,9.497,24.450,0.138,0.004,34.107,0,29.889,30.039
1436,48.078913,7.808,26.348,0.136,0.003,34.314,0,29.888,30.002
1437,48.112308,8.634,24.566,0.141,0.003,33.362,0,29.888,30.000
1438,48.146569,7.472,26.589,0.140,0.003,34.224,0,29.888,29.970
1439,48.181041,8.125,26.143,0.156,0.005,34.450,0,29.887,29.935
1440,48.211957,5.692,25.005,0.142,0.003,30.862,0,29.889,30.010
1441,48.261454,7.979,41.244,0.106,0.002,49.349,0,29.879,20.224
1442,48.285816,0.463,23.752,0.139,0.003,24.373,0,29.884,27.085
1443,48.312027,1.363,24.652,0.136,0.002,26.172,0,29.889,29.985
1444,48.345167,8.143,24.801,0.141,0.003,33.109,0,29.889,30.031
1445,48.378612,8.407,24.833,0.142,0.003,33.408,0,29.889,30.005
1446,48.412055,8.263,24.976,0.143,0.003,33.407,0,29.889,29.987
1447,48.445220,8.080,24.878,0.141,0.003,33.123,0,29.889,30.011
1448,48.477582,7.142,25.017,0.140,0.003,32.323,0,29.890,30.119
1449,48.512064,9.420,24.860,0.158,0.003,34.462,0,29.889,29.989
1450,48.544294,7.358,24.654,0.142,0.003,32.176,0,29.890,30.091
1451,48.577357,8.116,24.743,0.139,0.004,33.021,0,29.890,30.105
1452,48.610505,8.314,24.634,0.136,0.003,33.106,0,29.891,30.111
1453,48.644787,9.512,24.573,0.143,0.003,34.251,0,29.890,30.036
1454,48.681167,8.504,27.672,0.139,0.004,36.339,0,29.888,29.838
1455,48.712007,5.849,24.790,0.138,0.003,30.800,0,29.890,29.998
1456,48.744172,7.211,24.755,0.142,0.004,32.133,0,29.891,30.064
1457,48.778369,9.289,24.703,0.142,0.003,34.157,0,29.890,30.014
1458,48.810611,7.224,24.816,0.143,0.003,32.206,0,29.891,30.068
1459,48.844867,9.537,24.516,0.141,0.003,34.216,0,29.890,30.021
1460,48.877155,7.362,24.726,0.141,0.004,32.251,0,29.891,30.067
1461,48.910628,8.472,24.798,0.144,0.003,33.437,0,29.891,30.058
1462,48.945299,9.829,24.638,0.138,0.003,34.628,0,29.890,30.000
1463,48.977455,7.174,24.783,0.138,0.004,32.118,0,29.891,30.047
1464,49.010462,8.128,24.682,0.138,0.003,32.970,0,29.891,30.057
1465,49.044036,8.655,24.720,0.140,0.003,33.537,0,29.891,30.046
1466,49.077305,8.345,24.723,0.137,0.003,33.227,0,29.892,30.046
1467,49.111358,9.082,24.773,0.140,0.003,34.018,0,29.891,30.021
1468,49.144032,7.870,24.603,0.137,0.003,32.633,0,29.892,30.041
1469,49.178656,9.499,24.925,0.138,0.003,34.587,0,29.891,30.000
1470,49.212478,8.943,24.680,0.138,0.003,33.784,0,29.891,29.985
1471,49.262250,7.395,42.106,0.103,0.003,49.623,0,29.881,20.112
1472,49.282174,0.453,19.327,0.101,0.002,19.895,0,29.889,28.718
1473,49.304967,5.685,16.966,0.134,0.003,22.806,0,29.895,32.443
1474,49.344780,16.500,23.119,0.136,0.003,39.779,0,29.892,30.237
1475,49.377217,7.503,24.737,0.139,0.004,32.403,0,29.892,30.353
1476,49.412496,10.559,24.518,0.138,0.004,35.237,0,29.891,29.999
1477,49.445167,7.922,24.551,0.138,0.004,32.634,0,29.892,30.085
1478,49.477231,7.225,24.640,0.141,0.003,32.028,0,29.892,30.218
1479,49.510907,8.953,24.523,0.139,0.003,33.636,0,29.892,30.159
1480,49.544315,8.534,24.677,0.136,0.003,33.370,0,29.892,30.137
1481,49.577263,8.102,24.649,0.140,0.003,32.915,0,29.893,30.156
1482,49.610198,8.092,24.642,0.140,0.004,32.898,0,29.893,30.173
1483,49.644413,9.427,24.586,0.142,0.003,34.179,0,29.893,30.098
1484,49.682176,8.078,29.482,2.214,0.004,39.797,2,29.889,29.676
1485,49.717581,2.080,31.052,0.743,0.006,33.902,1,29.888,29.662
1486,49.750760,1.122,31.249,0.623,0.004,33.015,1,29.889,29.698
1487,49.783428,1.044,30.941,0.619,0.004,32.626,1,29.889,29.751
1488,49.816517,2.093,30.320,0.619,0.003,33.052,1,29.889,29.776
1489,49.851513,3.359,30.962,0.630,0.005,34.975,1,29.888,29.710
1490,49.888713,0.515,36.002,0.589,0.003,37.125,1,29.886,29.556
1491,49.921345,0.560,31.425,0.603,0.004,32.610,1,29.887,29.606
1492,49.953114,0.540,30.570,0.574,0.004,31.704,1,29.888,29.687
1493,49.985285,0.535,31.008,0.605,0.004,32.169,1,29.888,29.744
1494,50.017850,0.905,30.995,0.582,0.003,32.503,1,29.889,29.784
1495,50.051661,1.259,31.913,0.685,0.003,33.880,1,29.889,29.772
1496,50.084274,1.224,30.645,0.608,0.004,32.498,1,29.889,29.808
1497,50.115901,0.550,30.414,0.568,0.003,31.551,1,29.890,29.873
1498,50.151638,3.887,31.226,0.654,0.003,35.789,1,29.889,29.798
1499,50.186132,0.542,33.239,0.981,0.004,34.783,1,29.888,29.759
1500,50.220989,0.615,33.205,0.580,0.003,34.421,1,29.888,29.734
1501,50.267159,0.548,44.918,0.787,0.004,46.276,1,29.880,21.568
1502,50.292103,0.585,23.511,0.533,0.003,24.648,1,29.885,28.147
1503,50.314015,0.472,20.858,0.505,0.003,21.852,1,29.892,32.279
1504,50.340063,4.849,20.642,0.481,0.003,25.991,1,29.896,33.624
1505,50.377918,12.035,25.288,0.535,0.003,37.879,1,29.894,31.873
1506,50.412781,7.513,26.762,0.605,0.003,34.901,1,29.893,31.282
1507,50.451583,6.677,31.463,0.673,0.004,38.834,1,29.890,30.346
1508,50.489024,0.674,36.035,0.618,0.005,37.350,1,29.887,29.844
1509,50.520166,0.559,29.906,0.643,0.003,31.130,1,29.889,30.077
1510,50.550634,0.553,29.214,0.568,0.003,30.354,1,29.890,30.338
1511,50.582871,1.360,30.259,0.506,0.003,32.143,1,29.891,30.404
1512,50.615985,2.077,30.479,0.574,0.004,33.151,1,29.891,30.382
1513,50.650163,2.886,30.663,0.581,0.005,34.153,1,29.891,30.292
1514,50.682109,0.588,30.722,0.571,0.003,31.899,1,29.892,30.362
1515,50.718036,3.477,31.824,0.583,0.003,35.905,1,29.890,30.179
1516,50.749925,0.541,30.710,0.727,0.003,32.000,1,29.891,30.242
1517,50.784553,2.236,31.598,0.598,0.003,34.454,1,29.891,30.165
1518,50.817174,0.537,31.430,0.632,0.004,32.621,1,29.891,30.190
1519,50.851432,2.496,31.071,0.621,0.003,34.208,1,29.891,30.136
1520,50.884132,0.777,31.248,0.605,0.003,32.650,1,29.891,30.159
1521,50.916832,0.753,31.286,0.584,0.004,32.644,1,29.892,30.180
1522,50.950917,2.184,31.261,0.643,0.003,34.109,1,29.891,30.138
1523,50.985908,1.227,33.062,0.951,0.004,35.263,1,29.890,30.054
1524,51.020598,0.566,33.114,0.545,0.003,34.245,1,29.890,30.016
1525,51.053545,0.537,31.811,0.573,0.003,32.940,1,29.890,30.029
1526,51.090179,0.542,35.466,0.554,0.003,36.580,1,29.888,29.914
1527,51.120482,0.547,29.150,0.558,0.003,30.274,1,29.890,30.018
1528,51.151798,0.539,30.166,0.661,0.003,31.388,1,29.891,30.079
1529,51.183305,0.529,30.259,0.649,0.003,31.456,1,29.892,30.134
1530,51.217475,3.039,30.427,0.572,0.003,34.059,1,29.892,30.106
1531,51.263460,0.959,44.327,0.838,0.003,46.147,1,29.884,21.628
1532,51.294384,0.591,29.432,0.454,0.002,30.495,1,29.886,26.049
1533,51.325103,0.519,29.699,0.496,0.003,30.732,1,29.888,27.897
1534,51.356610,0.620,30.339,0.525,0.003,31.503,1,29.889,28.762
1535,51.386907,0.515,29.208,0.571,0.003,30.313,1,29.891,29.513
1536,51.418888,0.596,30.758,0.569,0.003,31.943,1,29.891,29.792
1537,51.450100,0.588,29.999,0.581,0.003,31.188,1,29.893,30.092
1538,51.482939,1.620,30.579,0.582,0.003,32.801,1,29.893,30.136
1539,51.517000,1.862,31.560,0.716,0.004,34.161,2,29.893,30.034
1540,51.550401,2.197,30.425,0.594,0.004,33.236,1,29.893,30.036
1541,51.583868,1.995,30.823,0.611,0.003,33.449,1,29.893,30.020
1542,51.616238,0.945,30.758,0.588,0.003,32.311,1,29.893,30.093
1543,51.652204,3.377,31.944,0.572,0.004,35.915,1,29.892,29.905
1544,51.692133,0.536,38.767,0.541,0.002,39.859,1,29.888,29.498
1545,51.722529,0.469,29.346,0.718,0.002,30.550,1,29.890,29.692
1546,51.752836,0.584,28.951,0.559,0.004,30.114,1,29.892,29.888
1547,51.784684,0.542,30.693,0.658,0.004,31.915,1,29.893,29.967
1548,51.814637,0.587,28.645,0.531,0.003,29.782,1,29.895,30.145
1549,51.848734,4.515,28.997,0.564,0.003,34.097,1,29.894,30.100
1550,51.881895,1.661,30.713,0.577,0.003,32.970,1,29.894,30.102
1551,51.916159,2.966,30.663,0.566,0.003,34.217,1,29.894,30.057
1552,51.949611,2.083,30.748,0.602,0.004,33.454,1,29.894,30.048
1553,51.982698,1.860,30.565,0.557,0.003,33.003,1,29.894,30.058
1554,52.016977,3.135,30.531,0.658,0.004,34.346,1,29.894,30.016
1555,52.050094,1.959,30.442,0.647,0.003,33.069,1,29.894,30.024
1556,52.083186,1.463,30.926,0.645,0.003,33.055,1,29.894,30.031
1557,52.115948,1.293,30.767,0.606,0.003,32.687,1,29.895,30.050
1558,52.149670,2.615,30.445,0.590,0.003,33.671,1,29.894,30.036
1559,52.183875,1.813,31.746,0.613,0.005,34.195,1,29.894,30.007
1560,52.215565,0.542,30.477,0.798,0.004,31.839,1,29.895,30.051
1561,52.260497,1.153,42.858,0.586,0.003,44.618,1,29.888,22.369
1562,52.286591,0.543,24.913,0.499,0.003,25.973,1,29.893,28.283
1563,52.303787,0.523,16.124,0.129,0.003,16.794,0,29.902,34.271
1564,52.341647,15.849,21.828,0.554,0.003,38.251,1,29.899,31.791
1565,52.379746,10.666,26.826,0.526,0.003,38.041,1,29.897,30.507
1566,52.413965,4.800,28.838,0.538,0.004,34.198,1,29.896,30.284
1567,52.451123,5.180,31.385,0.489,0.003,37.074,1,29.894,29.758
1568,52.482474,0.557,30.256,0.546,0.003,31.377,1,29.895,30.003
1569,52.516514,1.537,31.906,0.611,0.003,34.072,2,29.895,29.925
1570,52.549876,2.105,30.595,0.547,0.005,33.267,1,29.895,29.936
1571,52.582921,1.409,31.039,0.543,0.004,33.011,1,29.895,29.966
1572,52.618383,1.699,33.163,0.603,0.003,35.487,1,29.894,29.806
1573,52.652842,0.559,33.239,0.606,0.004,34.424,1,29.894,29.743
1574,52.684976,0.548,30.924,0.571,0.003,32.062,1,29.894,29.840
1575,52.716884,0.547,30.737,6.873,0.004,38.180,1,29.892,29.564
1576,52.755893,0.536,31.538,0.607,0.003,32.701,1,29.892,29.623
1577,52.787729,0.571,30.602,0.629,0.003,31.821,1,29.893,29.721
1578,52.818985,0.561,30.009,0.549,0.003,31.138,1,29.894,29.843
1579,52.850261,0.565,30.110,0.581,0.002,31.275,1,29.895,29.947
1580,52.891235,0.524,39.817,0.658,0.004,41.019,1,29.891,29.607
1581,52.921901,0.584,29.369,0.607,0.005,30.581,1,29.893,29.740
1582,52.952957,0.543,29.849,0.570,0.003,30.982,1,29.894,29.845
1583,52.984641,0.526,30.535,0.663,0.003,31.743,2,29.895,29.912
1584,53.016230,0.561,30.310,0.554,0.004,31.444,1,29.896,29.985
1585,53.047564,0.517,30.208,0.636,0.003,31.381,1,29.897,30.054
1586,53.083048,4.532,30.262,0.558,0.004,35.372,1,29.896,29.981
1587,53.115508,1.186,30.660,0.649,0.003,32.516,1,29.897,30.007
1588,53.149621,1.995,31.414,0.560,0.004,33.990,1,29.896,29.985
1589,53.183371,1.813,31.323,0.811,0.003,33.970,1,29.896,29.965
1590,53.216058,0.547,31.267,0.565,0.002,32.398,1,29.897,29.993
1591,53.262122,2.148,43.228,0.606,0.004,46.004,1,29.890,21.694
