frame,timestamp_sec,capture_ms,infer_track_ms,state_ms,display_ms,total_loop_ms,person_count,average_fps,recent_fps
56,2.951096,0.466,44.912,0.099,0.003,45.491,0,19.314,21.267
57,3.000355,0.493,48.629,0.131,0.004,49.271,0,19.330,21.229
58,3.047734,0.550,46.643,0.095,0.003,47.302,0,19.358,21.225
59,3.095070,0.497,46.708,0.126,0.003,47.348,0,19.385,21.221
60,3.142745,0.545,46.953,0.124,0.003,47.640,0,19.409,21.213
61,3.209101,0.531,65.581,0.133,0.003,66.265,0,19.319,15.071
62,3.258485,0.569,48.627,0.129,0.004,49.345,0,19.333,17.281
63,3.306964,0.561,47.734,0.101,0.003,48.412,0,19.352,18.272
64,3.356248,0.474,48.667,0.134,0.004,49.294,0,19.366,18.735
65,3.404190,0.561,47.194,0.143,0.004,47.918,0,19.387,19.124
66,3.452788,0.646,47.751,0.135,0.004,48.553,0,19.404,19.352
67,3.503304,0.596,49.728,0.138,0.004,50.483,0,19.409,19.414
68,3.551111,0.625,46.985,0.138,0.003,47.769,0,19.430,19.590
69,3.602135,0.583,50.248,0.136,0.004,50.987,0,19.432,19.591
70,3.652543,0.586,49.628,1.074,0.004,51.309,1,19.433,19.580
71,3.710814,0.594,56.546,0.735,0.004,57.896,1,19.399,19.343
72,3.761031,0.715,48.710,0.136,0.003,49.580,0,19.409,19.408
73,3.812910,0.553,51.136,0.108,0.003,51.812,0,19.407,19.399
74,3.866801,0.481,53.261,0.606,0.004,54.366,1,19.393,19.323
75,3.919795,0.646,51.685,0.691,0.003,53.043,1,19.385,19.290
76,3.974381,0.573,53.268,1.058,0.003,54.916,1,19.369,19.218
77,4.027356,0.582,51.285,0.660,0.004,52.548,1,19.364,19.206
78,4.073695,0.566,45.059,0.105,0.003,45.745,0,19.392,19.336
79,4.127552,0.467,53.246,0.661,0.004,54.391,1,19.379,19.283
80,4.180554,0.584,51.701,0.405,0.002,52.704,1,19.374,19.266
81,4.234478,0.472,53.013,0.601,0.003,54.103,1,19.362,19.227
82,4.286721,0.566,51.017,0.572,0.004,52.175,1,19.360,19.224
83,4.341023,0.552,53.125,0.641,0.004,54.337,1,19.347,19.186
84,4.403031,0.581,60.730,0.603,0.003,61.933,1,19.302,19.036
85,4.456706,0.624,52.395,0.621,0.003,53.658,1,19.294,19.019
86,4.511282,0.559,53.345,0.603,0.003,54.525,1,19.282,18.992
87,4.566936,0.677,54.318,0.564,0.003,55.578,1,19.267,18.952
88,4.616787,0.620,48.613,0.480,0.003,49.729,1,19.275,18.991
89,4.668748,0.548,50.888,0.729,0.003,52.184,1,19.274,18.997
90,4.720838,0.553,50.752,0.416,0.003,51.738,1,19.275,19.007
91,4.788657,0.544,66.737,0.556,0.003,67.854,1,19.210,14.717
92,4.828342,0.547,38.528,0.588,0.003,39.681,1,19.259,18.576
93,4.873506,0.547,43.978,0.379,0.003,44.918,1,19.286,19.657
94,4.917440,0.513,43.004,0.535,0.003,44.069,1,19.317,20.334
95,4.969987,0.560,51.403,0.494,0.003,52.474,1,19.314,20.063
96,5.021390,0.526,50.334,0.538,0.003,51.415,1,19.315,19.956
97,5.074969,0.545,52.445,0.615,0.003,53.623,1,19.308,19.756
98,5.122902,0.642,46.621,0.132,0.003,47.415,0,19.324,19.912
99,5.176102,0.534,52.483,0.421,0.003,53.452,1,19.318,19.769
100,5.231577,0.481,54.535,0.738,0.003,55.772,1,19.303,19.567
101,5.280556,0.570,47.616,0.141,0.004,48.345,0,19.316,19.663
102,5.335210,0.552,53.908,0.602,0.004,55.081,1,19.304,19.527
103,5.384713,0.588,48.257,0.145,0.004,49.010,0,19.313,19.590
104,5.433872,0.591,48.367,0.127,0.004,49.104,0,19.323,19.643
105,5.487929,0.544,53.331,0.664,0.003,54.559,1,19.313,19.548
106,5.544573,0.578,55.347,0.600,0.004,56.543,1,19.296,19.420
107,5.606191,0.606,60.358,0.744,0.003,61.727,1,19.262,19.194
108,5.657170,0.569,49.602,0.148,0.004,50.340,0,19.267,19.230
109,5.706221,0.579,48.265,0.126,0.004,48.989,0,19.277,19.288
110,5.755073,0.529,48.145,0.134,0.004,48.828,0,19.287,19.343
111,5.804535,0.566,48.708,0.101,0.003,49.390,0,19.295,19.384
112,5.859136,0.465,53.996,0.587,0.003,55.066,1,19.284,19.324
113,5.907625,0.650,47.196,0.127,0.002,47.992,0,19.297,19.385
114,5.954597,0.602,46.195,0.132,0.003,46.947,0,19.312,19.457
115,6.002401,0.566,47.052,0.134,0.004,47.771,0,19.325,19.512
116,6.048724,0.546,45.590,0.133,0.003,46.288,0,19.342,19.584
117,6.104454,0.551,54.992,0.611,0.004,56.173,1,19.328,19.511
118,6.158424,0.533,52.770,0.607,0.004,53.930,1,19.321,19.475
119,6.220511,0.573,60.850,0.635,0.004,62.077,1,19.289,19.335
120,6.276769,0.592,54.975,0.613,0.004,56.198,1,19.276,19.279
121,6.349094,0.592,70.991,0.566,0.004,72.169,1,19.214,13.838
122,6.404999,0.578,54.710,0.385,0.003,55.686,1,19.203,15.626
123,6.453144,0.469,47.254,0.131,0.004,47.870,0,19.215,17.057
124,6.506722,0.610,52.787,2.080,0.004,55.495,2,19.205,17.285
125,6.565109,0.594,55.657,0.611,0.004,56.884,1,19.191,17.341
126,6.617076,0.560,50.738,0.625,0.003,51.943,1,19.191,17.631
127,6.669815,0.592,51.465,0.908,0.003,52.980,1,19.188,17.797
128,6.716125,0.464,44.895,0.140,0.003,45.517,0,19.207,18.229
129,6.767954,0.550,51.087,1.008,0.003,52.662,1,19.205,18.309
130,6.818007,0.530,48.466,0.264,0.003,49.279,0,19.213,18.489
131,6.868887,0.585,49.978,0.698,0.003,51.276,1,19.215,18.575
132,6.921416,0.488,51.305,0.524,0.004,52.335,1,19.214,18.618
133,6.974466,0.547,51.752,0.533,0.003,52.849,1,19.211,18.635
134,7.022353,0.495,46.812,0.127,0.003,47.451,0,19.224,18.790
135,7.069985,0.530,46.929,0.125,0.003,47.601,0,19.236,18.922
136,7.113719,0.759,42.798,0.101,0.003,43.674,0,19.258,19.129
137,7.159759,0.490,45.409,0.129,0.003,46.046,0,19.274,19.264
138,7.205817,0.589,45.287,0.101,0.003,45.993,0,19.290,19.386
139,7.252488,0.467,46.064,0.169,0.003,46.718,0,19.303,19.482
140,7.301077,0.545,47.824,0.122,0.004,48.510,0,19.312,19.535
141,7.347350,0.529,45.571,0.102,0.003,46.217,0,19.326,19.625
142,7.405829,0.795,57.541,0.132,0.003,58.487,0,19.309,19.494
143,7.453410,0.555,46.838,0.133,0.003,47.546,0,19.320,19.555
144,7.502495,0.565,48.332,0.124,0.002,49.039,0,19.327,19.588
145,7.546737,0.536,43.530,0.091,0.002,44.171,0,19.346,19.694
146,7.597703,0.472,50.368,0.124,0.003,50.980,0,19.348,19.691
147,7.648977,0.532,50.566,0.691,0.004,51.809,2,19.347,19.675
148,7.706840,0.591,56.524,0.574,0.003,57.708,1,19.332,19.580
149,7.755626,0.607,47.549,0.135,0.004,48.311,0,19.340,19.616
150,7.809572,0.600,53.157,0.559,0.003,54.334,1,19.334,19.573
151,7.879621,0.571,68.799,0.106,0.003,69.492,0,19.290,14.371
152,7.913727,0.529,33.432,0.103,0.002,34.077,0,19.333,19.289
153,7.955000,0.492,40.641,0.539,0.003,41.688,1,19.358,20.633
154,8.001865,0.618,45.661,0.120,0.003,46.416,0,19.370,20.850
155,8.045864,0.515,43.318,0.103,0.003,43.951,0,19.389,21.202
156,8.091894,0.566,45.321,0.157,0.003,46.063,0,19.402,21.283
157,8.138909,0.542,46.264,0.121,0.003,46.944,0,19.413,21.284
158,8.189152,0.502,49.571,0.124,0.003,50.215,0,19.416,21.101
159,8.237312,0.650,47.333,0.118,0.003,48.118,0,19.424,21.063
160,8.285059,0.514,47.069,0.128,0.004,47.729,0,19.432,21.051
161,8.332428,0.547,46.644,0.124,0.003,47.332,0,19.442,21.056
162,8.378643,0.524,45.517,0.101,0.003,46.157,0,19.454,21.104
163,8.426257,0.493,46.981,0.138,0.003,47.630,0,19.463,21.095
164,8.474105,0.550,47.107,0.129,0.004,47.820,0,19.471,21.081
165,8.521824,0.532,46.983,0.131,0.003,47.665,0,19.479,21.073
166,8.574786,0.553,52.226,0.463,0.003,53.257,1,19.475,20.912
167,8.623844,0.485,48.072,0.195,0.003,48.768,0,19.480,20.887
168,8.670770,0.603,46.075,0.101,0.003,46.796,0,19.491,20.913
169,8.721038,0.446,49.681,0.799,0.004,50.945,1,19.491,20.840
170,8.775211,0.582,52.734,0.616,0.004,53.951,1,19.485,20.711
171,8.829851,0.596,53.372,0.567,0.003,54.554,1,19.478,20.583
172,8.881015,0.535,50.012,0.591,0.004,51.157,1,19.478,20.533
173,8.934635,0.580,52.396,0.585,0.003,53.579,1,19.473,20.443
174,8.987906,0.548,52.086,0.627,0.003,53.279,1,19.469,20.367
175,9.041431,0.542,52.305,0.519,0.004,53.385,1,19.465,20.295
176,9.096134,0.549,53.586,0.604,0.003,54.758,1,19.458,20.208
177,9.146928,0.522,49.615,0.425,0.003,50.577,1,19.459,20.191
178,9.206743,0.486,58.866,0.592,0.003,59.961,1,19.441,20.040
179,9.259910,0.620,51.900,0.641,0.004,53.180,1,19.437,19.994
180,9.311762,0.568,50.589,0.400,0.003,51.573,1,19.437,19.973
181,9.376041,0.512,63.270,0.606,0.003,64.407,1,19.410,15.509
182,9.414968,0.578,37.688,0.525,0.003,38.808,1,19.436,19.357
183,9.460610,0.596,44.471,0.555,0.003,45.640,1,19.448,20.135
184,9.506310,0.505,44.590,0.597,0.004,45.709,1,19.460,20.541
185,9.556197,0.509,48.735,0.474,0.003,49.734,1,19.463,20.450
186,9.606081,0.526,48.840,0.504,0.003,49.885,1,19.466,20.379
187,9.656873,0.518,49.724,0.510,0.003,50.767,1,19.467,20.277
188,9.707994,0.528,50.039,0.405,0.003,50.985,1,19.468,20.190
189,9.759057,0.473,50.146,0.595,0.003,51.231,1,19.468,20.113
190,9.817706,0.633,57.370,0.449,0.004,58.470,1,19.454,19.763
191,9.871077,0.574,52.297,0.625,0.004,53.516,1,19.450,19.659
192,9.924339,0.596,51.984,0.562,0.003,53.161,1,19.446,19.584
193,9.974964,0.538,49.476,0.587,0.004,50.620,1,19.448,19.597
194,10.029179,0.597,52.976,0.604,0.003,54.195,1,19.442,19.509
195,10.083498,0.866,52.796,0.589,0.003,54.269,1,19.437,19.432
196,10.138098,0.562,53.399,0.379,0.003,54.354,1,19.431,19.363
197,10.188443,0.476,49.453,0.581,0.003,50.528,1,19.433,19.387
198,10.240785,0.561,51.148,0.603,0.003,52.331,1,19.431,19.371
199,10.292836,0.583,50.811,0.724,0.003,52.138,1,19.430,19.360
200,10.343554,0.561,49.378,0.734,0.003,50.693,1,19.431,19.378
201,10.403389,0.503,58.546,0.399,0.003,59.461,1,19.416,19.238
202,10.454725,0.498,50.401,0.597,0.004,51.514,1,19.416,19.245
203,10.507673,0.582,51.715,0.676,0.004,52.991,1,19.413,19.228
204,10.559423,0.549,50.470,0.900,0.003,51.937,1,19.412,19.228
205,10.613685,0.598,52.713,0.411,0.003,53.737,1,19.408,19.202
206,10.668927,0.490,54.302,0.602,0.003,55.412,1,19.401,19.155
207,10.721437,0.944,50.909,0.620,0.004,52.493,1,19.399,19.150
208,10.775279,0.579,52.585,0.549,0.003,53.731,1,19.395,19.130
209,10.828452,0.605,51.967,0.598,0.004,53.189,1,19.392,19.118
210,10.881403,0.533,51.766,0.545,0.003,52.861,1,19.390,19.111
211,10.951038,0.555,68.419,0.561,0.004,69.554,1,19.358,14.360
212,10.995547,0.616,43.281,0.602,0.003,44.518,1,19.370,17.515
213,11.039566,0.542,42.824,0.537,0.003,43.919,1,19.384,18.970
214,11.084762,0.526,44.086,0.705,0.003,45.335,1,19.395,19.655
215,11.137420,0.553,51.347,0.387,0.003,52.301,1,19.393,19.543
216,11.189094,0.463,50.786,0.610,0.003,51.877,1,19.393,19.497
217,11.242763,0.584,52.418,0.532,0.003,53.552,1,19.389,19.373
218,11.296191,0.550,52.299,0.628,0.003,53.495,1,19.386,19.284
219,11.347337,0.512,49.954,0.547,0.003,51.031,1,19.387,19.316
220,11.403543,0.593,55.016,0.646,0.004,56.274,1,19.379,19.149
221,11.458417,0.551,53.619,0.618,0.004,54.808,1,19.373,19.062
222,11.512129,0.582,52.456,0.407,0.003,53.459,1,19.370,19.030
223,11.567578,0.486,54.518,0.641,0.003,55.663,1,19.363,18.943
224,11.629283,0.560,60.449,0.609,0.004,61.638,1,19.347,18.718
225,11.669647,0.561,39.136,0.386,0.002,40.099,1,19.366,19.034
226,11.710279,0.450,39.759,0.509,0.003,40.731,1,19.384,19.304
227,11.752929,0.465,41.638,0.515,0.003,42.634,1,19.399,19.507
228,11.804128,0.549,50.085,0.372,0.003,51.020,1,19.399,19.511
229,11.854211,0.470,49.204,0.723,0.004,50.416,1,19.401,19.528
230,11.906872,0.564,51.317,0.548,0.003,52.448,1,19.400,19.503
231,11.958107,0.602,50.033,0.650,0.003,51.304,1,19.400,19.502
232,12.010979,0.567,51.602,0.622,0.003,52.809,1,19.398,19.475
233,12.067093,0.676,54.759,0.613,0.004,56.069,1,19.391,19.397
234,12.121252,0.593,52.897,0.592,0.004,54.102,1,19.386,19.357
235,12.174819,0.578,52.341,0.562,0.003,53.498,1,19.383,19.329
236,12.233404,0.613,57.359,0.555,0.003,58.546,1,19.372,19.231
237,12.284633,0.542,50.081,0.626,0.003,51.270,1,19.373,19.240
238,12.339365,0.588,53.462,0.594,0.003,54.696,1,19.368,19.204
239,12.392454,0.571,51.834,0.640,0.003,53.064,1,19.366,19.191
240,12.444405,0.547,50.710,0.592,0.004,51.868,1,19.365,19.193
241,12.521933,0.575,76.230,0.624,0.003,77.449,1,19.325,12.895
242,12.576158,0.586,52.960,0.599,0.004,54.165,1,19.321,15.180
243,12.631561,0.559,54.192,0.727,0.004,55.497,1,19.316,16.019
244,12.683711,0.556,50.811,0.827,0.004,52.216,1,19.315,16.699
245,12.740224,0.604,55.023,0.608,0.003,56.253,1,19.308,16.902
246,12.798207,0.584,56.736,0.669,0.003,58.009,1,19.299,16.956
247,12.848664,0.575,49.157,0.609,0.003,50.361,1,19.301,17.315
248,12.903693,0.594,53.771,0.404,0.003,54.785,1,19.296,17.426
249,12.952648,0.464,48.048,0.632,0.003,49.162,1,19.300,17.707
250,13.006759,0.563,52.864,0.592,0.004,54.037,1,19.297,17.783
251,13.059008,0.646,50.957,0.619,0.003,52.242,1,19.296,17.897
252,13.111768,0.626,51.459,0.640,0.003,52.744,1,19.295,17.980
253,13.166957,0.556,53.942,0.602,0.004,55.118,1,19.290,17.992
254,13.218095,0.642,49.840,0.568,0.004,51.069,1,19.291,18.096
255,13.272400,0.553,53.132,0.594,0.004,54.298,1,19.287,18.116
256,13.327561,0.556,53.956,0.653,0.004,55.186,1,19.282,18.116
257,13.380334,0.569,51.493,0.656,0.003,52.738,1,19.281,18.163
258,13.436638,0.596,54.997,0.398,0.003,56.006,1,19.275,18.145
259,13.487094,0.448,49.573,0.762,0.003,50.804,1,19.277,18.219
260,13.539628,0.603,51.104,0.620,0.003,52.347,1,19.276,18.261
261,13.592240,0.550,51.387,0.586,0.003,52.541,1,19.275,18.296
262,13.646654,0.553,53.222,0.741,0.003,54.535,1,19.271,18.297
263,13.704600,0.660,56.492,0.394,0.003,57.562,1,19.263,18.254
264,13.757866,0.465,51.979,0.588,0.003,53.049,1,19.261,18.273
265,13.811142,0.545,52.091,0.400,0.003,53.051,1,19.259,18.294
266,13.862549,0.530,50.438,0.647,0.004,51.635,1,19.260,18.333
267,13.917129,0.570,53.305,0.600,0.004,54.495,1,19.256,18.333
268,13.970410,0.577,52.048,0.376,0.003,53.016,1,19.254,18.351
269,14.030057,0.463,58.769,0.597,0.004,59.848,1,19.244,18.289
270,14.081253,0.560,49.983,0.600,0.004,51.163,1,19.245,18.328
271,14.150241,0.596,67.661,0.609,0.004,68.886,1,19.221,14.496
272,14.193836,0.581,42.349,0.638,0.004,43.588,1,19.233,17.761
273,14.238406,0.565,43.312,0.513,0.003,44.408,1,19.243,19.102
274,14.286167,0.522,46.677,0.710,0.004,47.929,1,19.248,19.511
275,14.338874,0.559,51.380,0.606,0.003,52.563,1,19.248,19.409
276,14.391663,0.572,51.557,0.682,0.003,52.832,1,19.246,19.325
277,14.445282,0.569,52.313,0.384,0.002,53.280,1,19.245,19.241
278,14.499042,0.476,52.865,0.621,0.003,53.979,1,19.242,19.148
279,14.548852,0.584,48.552,0.582,0.002,49.737,1,19.245,19.249
280,14.609941,0.585,59.870,0.395,0.003,60.865,1,19.233,18.923
281,14.666023,0.487,55.162,0.610,0.004,56.278,1,19.227,18.811
282,14.716300,0.571,49.041,0.598,0.004,50.229,1,19.230,18.897
283,14.770840,0.598,53.289,0.379,0.003,54.282,1,19.227,18.858
284,14.823832,0.475,52.097,0.673,0.003,53.263,1,19.225,18.852
285,14.875276,0.543,50.175,0.570,0.003,51.307,1,19.226,18.892
286,14.929290,0.663,52.729,0.631,0.004,54.043,1,19.223,18.867
287,14.979730,0.549,49.203,0.680,0.003,50.452,1,19.225,18.919
288,15.034973,0.593,53.915,0.663,0.004,55.191,1,19.221,18.872
289,15.088297,0.589,52.018,0.735,0.004,53.364,1,19.219,18.865
290,15.141656,0.586,51.979,0.538,0.003,53.120,1,19.218,18.862
291,15.195278,0.543,52.491,0.613,0.003,53.666,1,19.216,18.851
292,15.247565,0.593,51.025,0.662,0.004,52.300,1,19.215,18.862
293,15.302984,0.578,54.123,0.616,0.003,55.336,1,19.211,18.826
294,15.357404,0.588,53.162,0.573,0.003,54.342,1,19.208,18.807
295,15.410014,0.562,51.422,0.565,0.003,52.568,1,19.208,18.815
296,15.464965,0.533,53.801,0.609,0.003,54.962,1,19.204,18.790
297,15.518515,0.559,52.329,0.615,0.002,53.521,1,19.202,18.786
298,15.572407,0.547,52.681,0.530,0.003,53.775,1,19.200,18.778
299,15.630631,0.535,57.113,0.573,0.004,58.239,1,19.192,18.718
300,15.685356,0.539,53.559,0.604,0.004,54.721,1,19.189,18.702
301,15.753361,0.553,66.720,0.775,0.003,68.066,1,19.170,14.671
302,15.795009,0.523,40.298,0.522,0.003,41.361,1,19.183,18.255
303,15.843010,0.596,46.834,0.581,0.003,48.027,1,19.188,19.033
304,15.893631,1.038,48.953,0.715,0.003,50.726,1,19.189,19.196
305,15.950420,0.560,55.461,0.639,0.003,56.679,1,19.184,18.862
306,16.006571,0.538,54.924,0.601,0.004,56.081,1,19.179,18.680
307,16.064698,0.526,56.948,0.675,0.004,58.169,1,19.172,18.450
308,16.123937,0.558,57.949,0.662,0.004,59.189,1,19.163,18.239
309,16.175114,0.570,49.888,0.559,0.004,51.036,1,19.165,18.379
310,16.228186,0.642,51.820,0.599,0.004,53.082,1,19.163,18.422
311,16.282382,0.541,53.000,0.611,0.003,54.172,1,19.161,18.425
312,16.338010,0.610,54.351,0.567,0.003,55.546,1,19.157,18.388
313,16.392048,0.518,52.901,0.652,0.004,54.092,1,19.155,18.395
314,16.444935,0.562,51.616,0.404,0.003,52.596,1,19.154,18.436
315,16.497002,0.527,51.097,0.583,0.003,52.226,1,19.154,18.482
316,16.549768,0.546,51.584,0.585,0.003,52.734,1,19.154,18.510
317,16.602960,0.580,51.973,0.401,0.003,52.968,1,19.153,18.531
318,16.655327,0.463,51.464,0.578,0.003,52.524,1,19.152,18.558
319,16.707388,0.606,50.824,0.785,0.004,52.235,1,19.152,18.587
320,16.760584,0.542,51.808,0.650,0.003,53.020,1,19.151,18.600
321,16.811616,0.519,49.810,0.461,0.003,50.808,1,19.153,18.648
322,16.864813,0.512,52.171,0.533,0.003,53.234,1,19.152,18.654
323,16.916607,0.539,50.672,0.604,0.003,51.834,1,19.152,18.680
324,16.969983,0.565,52.154,0.389,0.003,53.123,1,19.151,18.686
325,17.027854,0.472,56.970,0.702,0.003,58.162,1,19.144,18.621
326,17.079788,0.536,50.641,0.653,0.004,51.850,1,19.145,18.645
327,17.134294,0.573,53.228,0.680,0.003,54.500,1,19.142,18.634
328,17.186244,0.542,50.674,0.538,0.004,51.772,1,19.143,18.657
329,17.239837,0.543,52.461,0.549,0.003,53.571,1,19.141,18.657
330,17.293739,0.513,52.794,0.578,0.003,53.903,1,19.139,18.653
331,17.362984,0.541,68.010,0.631,0.003,69.202,1,19.120,14.433
332,17.400030,0.613,35.744,0.506,0.003,36.880,1,19.137,18.831
333,17.446028,0.520,44.924,0.490,0.003,45.951,1,19.144,19.712
334,17.493690,0.545,46.579,0.724,0.004,47.869,1,19.149,19.991
335,17.545472,0.544,50.457,0.542,0.003,51.561,1,19.150,19.866
336,17.598917,0.561,52.293,0.589,0.003,53.462,1,19.148,19.661
337,17.652510,0.605,52.342,0.610,0.004,53.576,1,19.147,19.510
338,17.707156,0.836,53.144,0.544,0.003,54.543,1,19.144,19.353
339,17.757999,0.613,49.636,0.574,0.003,50.842,1,19.146,19.386
340,17.809979,0.539,50.816,0.581,0.003,51.953,1,19.146,19.371
341,17.863769,0.544,52.612,0.683,0.003,53.858,1,19.144,19.294
342,17.915774,0.561,50.707,0.645,0.004,51.933,1,19.144,19.290
343,17.970165,0.590,53.101,0.381,0.003,54.086,1,19.142,19.225
344,18.023051,0.467,52.000,0.571,0.003,53.056,1,19.142,19.197
345,18.074366,0.637,50.052,0.519,0.003,51.226,1,19.143,19.217
346,18.127350,0.549,51.868,0.605,0.053,53.091,1,19.142,19.193
347,18.176869,0.519,48.286,0.460,0.003,49.279,1,19.145,19.253
348,18.237318,0.512,59.437,0.519,0.003,60.485,1,19.136,19.078
349,18.290287,0.538,51.864,0.745,0.004,53.167,1,19.135,19.063
350,18.342679,0.563,51.026,0.400,0.003,52.004,1,19.135,19.070
351,18.396103,0.514,52.471,0.613,0.003,53.617,1,19.134,19.050
352,18.448661,0.580,51.308,0.407,0.003,52.311,1,19.134,19.052
353,18.502291,0.553,52.630,0.389,0.003,53.587,1,19.132,19.034
354,18.556057,0.483,52.855,0.641,0.004,53.999,1,19.131,19.012
355,18.607453,0.574,50.124,0.653,0.003,51.369,1,19.131,19.029
356,18.661412,0.587,52.661,0.646,0.003,53.915,1,19.130,19.010
357,18.712949,0.579,50.255,0.564,0.004,51.416,1,19.131,19.025
358,18.766128,0.576,51.987,0.560,0.003,53.141,1,19.130,19.017
359,18.823425,0.570,56.116,0.704,0.004,57.411,1,19.124,18.957
360,18.875311,0.583,50.539,0.772,0.004,51.914,1,19.125,18.966
361,18.940810,0.552,64.056,0.495,0.003,65.122,1,19.112,15.335
362,18.979006,0.523,37.131,0.472,0.003,38.142,1,19.126,19.346
363,19.020955,0.576,40.853,0.467,0.003,41.912,1,19.136,20.643
364,19.064898,0.581,42.849,0.622,0.003,44.069,1,19.145,21.117
365,19.114948,0.542,48.836,0.573,0.004,49.970,1,19.147,20.883
366,19.167104,0.678,50.852,0.829,0.003,52.374,1,19.147,20.559
367,19.222302,0.509,53.750,0.577,0.003,54.854,1,19.144,20.185
368,19.278674,0.551,55.191,0.552,0.004,56.315,1,19.140,19.845
369,19.336686,0.560,56.846,0.362,0.003,57.784,1,19.134,19.525
370,19.391039,0.489,53.463,0.572,0.003,54.541,1,19.132,19.398
371,19.449150,0.611,56.875,0.575,0.003,58.079,1,19.126,19.176
372,19.502754,0.582,52.395,0.379,0.003,53.371,1,19.125,19.138
373,19.558013,0.483,54.357,0.603,0.004,55.461,1,19.122,19.047
374,19.609875,0.571,50.635,0.521,0.003,51.745,1,19.123,19.066
